"","keyword","title","authors","rating","num_of_rating","num_of_reviews","text"
"760","harry potter","The Ultimate Unofficial Harry Potter® Trivia Book: Secrets, Mysteries And Fun Facts Including Half Blood Prince Book 6","Daniel Lawrence",3.62,26,1,"""The Ultimate Unofficial Harry Potter. Trivia Book"" explores the newest secrets and fun facts that make up the wonderful world of Harry Potter. If you think that you have already solved every mystery or discovered every twist that J. K. Rowling has hidden in her works, think again In this exciting new work from author Daniel Lawrence, learn all the answers to a multitude  ""The Ultimate Unofficial Harry Potter. Trivia Book"" explores the newest secrets and fun facts that make up the wonderful world of Harry Potter. If you think that you have already solved every mystery or discovered every twist that J. K. Rowling has hidden in her works, think again In this exciting new work from author Daniel Lawrence, learn all the answers to a multitude of Harry Potter book and movie trivia questions, even those you never would have thought of, such as: What event slowed the filming of"" Goblet of Fire""?  Why is the country of Belgium so significant to Movie IV?  What new process endorsed by J.K. Rowling was used in printing Book 6?  Professor McGonagall's first name, Minerva, is the Roman name for which Greek goddess?An essential read for Harry Potter fans, ""The Ultimate Unofficial Harry Potter Trivia Book"" gives new, fascinating details about the first six books in the series. It contains a collection of fun multiple-choice questions along with little-known information about the world's most famous wizard. Learn the secrets behind the magic and what comes next. ""The Ultimate Unofficial Harry Potter. Trivia Book"" is the perfect companion to the entire series.  ...more"
"761","harry potter","Harry Potter ou l'anti-Peter Pan: pour en finir avec la magie de l'enfance","Isabelle Cani",3.75,20,3,"Pourquoi tant d'enfants mais aussi tant d'adultes s'enthousiasment-ils pour Harry Potter ?Le retentissement mondial de l'oeuvre de J.K. Rowling fait exploser les cadres de la litterature de jeunesse et constitue un phenomene de societe qui intrigue et pose question. On serait tente d'evoquer le plaisir eprouve a tout age a retrouver la magie de l'enfance, loin, tres loin  Pourquoi tant d'enfants mais aussi tant d'adultes s'enthousiasment-ils pour Harry Potter ?Le retentissement mondial de l'oeuvre de J.K. Rowling fait exploser les cadres de la litterature de jeunesse et constitue un phenomene de societe qui intrigue et pose question. On serait tente d'evoquer le plaisir eprouve a tout age a retrouver la magie de l'enfance, loin, tres loin des contraintes et des dures realites du monde actuel, ou peut-etre plutot de l'age adulte.Et si c'etait le contraire ?Et si la sorcellerie qui depayse et fait rever etait subtilement et progressivement denoncee comme une tentation de notre temps ?Et si, au lieu de celebrer l'enfance, J.K. Rowling apprenait a ses lecteurs petits et grands a s'en detacher, a en sortir enfin definitivement ?Pour Isabelle Cani, l'oeuvre de Rowling est paradoxale et necessaire. Son livre prend allegrement, a partir des sept volumes de Harry Potter, le contrepied des idees recues.Il s'adresse a tous, passionnes par les aventures du jeune sorcier, mais aussi refractaires, mefiants, dubitatifs et pourtant desireux de comprendre ce qu'un tel succes dit de nous, ou plutot ce qu'il cache.  ...more"
"762","harry potter","Always Stick Together - A Harry Potter Fanfiction Story","Samolu Pearl",5,1,0,"6th year. Harry and Ginny's friendship quickly turns into something more and they have to struggle through the Second War together. Trials and tribulations, drama, cuteness, excitement and a chunk of mystery.It was Harry Potters sixth year at Hogwarts School of Witchcraft and Wizardry. It was nearing the end of the winter term and he was sitting in the library on his own,  6th year. Harry and Ginny's friendship quickly turns into something more and they have to struggle through the Second War together. Trials and tribulations, drama, cuteness, excitement and a chunk of mystery.It was Harry Potter’s sixth year at Hogwarts School of Witchcraft and Wizardry. It was nearing the end of the winter term and he was sitting in the library on his own, trying to do an essay for Professor McGonagall, but his mind was actually completely preoccupied by the Prophecy he had heard just over half a year ago. It had told him, quite plainly, that either he had to destroy Lord Voldemort - or else be murdered by him. This prospect had been looming over Harry ever since he had heard his fate, and the thought filled him will terror. He had told his two best friends about the Prophecy after he had got over the first shock of it, and they had been very supportive this school year, sensing the trauma he must be going through. However, he still had that dark sense of foreboding in his stomach everywhere he went which followed him around like Colin Creevey <U+2013> annoying and obsessive.  ...more"
"763","harry potter","MEMES: Ultimate Memes & Jokes Books 2017 - BONUS Pikachu and Harry Potter Jokes, NEW MEMES: Funny Memes, Dank Memes, Memes for Kids, Memes Free, Minecraft Miner Memes, Minecraft Building, Memes Xl","Memes",4.86,7,0,"Are you a meme expert? Do you sit on the internet all day browsing memes like I do? THEN CHECK OUT THESE FUNNIEST MEMES EVER! Most AWESOME collection of ULTIMATE Memes on the internet FREE BONUS MEME BOOKS INCLUDED! Be sure to download for FREE using Kindle Unlimited **We are not affiliated with Minecraft or Mojang in any way. This is an unofficial fan created book  Are you a meme expert? Do you sit on the internet all day browsing memes like I do? THEN CHECK OUT THESE FUNNIEST MEMES EVER! Most AWESOME collection of ULTIMATE Memes on the internet FREE BONUS MEME BOOKS INCLUDED! Be sure to download for FREE using Kindle Unlimited **We are not affiliated with Minecraft or Mojang in any way. This is an unofficial fan created book made with love and appreciation for the game** THE BEST Collection of ULTIMATE Memes On The Internet! [Unofficial Minecraft Book] This book contains over 2000 pages of memes! I’ve gathered here the best new ultimate memes on the internet for you to easily browse in one place.  ...more"
"764","harry potter","Harry Potter's Memes: 200+ Harry Potter Memes & Jokes (Unofficial Harry Potter meme book)","AMEN PANDA",3.62,13,0,"Looking for HARRY POTTER memes book? - Look no further buddy!  In this HARRY POTTER book you will find jokes and memes you've never seen before! Great quality HARRY POTTER book images will keep you engaged and the size of this books speaks for itself!  Keep in mind that this is not the only HARRY POTTER memes book we are offering, other HARRY POTTER parts are coming   Looking for HARRY POTTER memes book? - Look no further buddy!   In this HARRY POTTER book you will find jokes and memes you've never seen before!  Great quality HARRY POTTER book images will keep you engaged and the size of this books speaks for itself!  Keep in mind that this is not the only HARRY POTTER memes book we are offering, other HARRY POTTER parts are coming pretty soon! But... for now, jus enjoy this... HARRY POTTER part 1: 200+ HARRY POTTER Memes & Jokes (Unofficial HARRY POTTER Book) Popular search phrases: HARRY POTTER book,HARRY POTTER bookbag,HARRY POTTER bookbags for boys,HARRY POTTER books for kids,HARRY POTTER book bags for boys,HARRY POTTER book bag,HARRY POTTER book guide,HARRY POTTER book paperback,HARRY POTTER book for teens,HARRY POTTER book ag,HARRY POTTER book bags for girls,HARRY POTTER book bundle,HARRY POTTER book bag for kids,HARRY POTTER book cover,HARRY POTTER book comic,HARRY POTTER book collection,HARRY POTTER book for boys,HARRY POTTER book hardcover,HARRY POTTER book how to win,HARRY POTTER book hacks,HARRY POTTER book kindle,HARRY POTTER book mark,HARRY POTTER book of memes,HARRY POTTER book of skins,HARRY POTTER book series,HARRY POTTER book season 5,HARRY POTTER book skins,HARRY POTTER book save the world,HARRY POTTER book season 4,HARRY POTTER book triumph,HARRY POTTER book tips and tricks,HARRY POTTER book 5,   ...more"
"765","harry potter","An Unofficial Harry Potter Fan's Cookbook: Spellbinding Recipes for Famished Witches and Wizards","Aurelia Beaupommier, Aline Shaw (Photographer), Grace McQuillan (Translator)",3.67,21,2,"Cast a spell on your taste buds with these delicious recipes! From cauldron cakes and chocolate frogs to everyday meals in the Weasley household, one of the most spectacular aspects of Harry Potter is the food. Now with this fantastical cookbook, you can create breakfast, entrees, desserts, and drinks inspired by some of your favorite aspects of the Harry Potter universe!  Cast a spell on your taste buds with these delicious recipes! From cauldron cakes and chocolate frogs to everyday meals in the Weasley household, one of the most spectacular aspects of Harry Potter is the food. Now with this fantastical cookbook, you can create breakfast, entrees, desserts, and drinks inspired by some of your favorite aspects of the Harry Potter universe! Included are dozens of recipes such as:     Dudley’s Hamburger Special    Trelawney’s Divination Tea    Canary Cremes    Deathday R.I.P. Cookies    Hogwarts House Cups    Aging Potion    Kidney and Beef Pies    And many, many more!   Whether you like sweet or savory, hot or cold, this variety of recipes from across the Wizarding World are sure to impress your friends and family. Easy, step-by-step recipes will bring out your inner witch or wizard and have you prepping feasts worthy of the Hogwarts Great Hall. So whip out your wands and your aprons and get cooking with<U+00A0>An<U+00A0>Unofficial Harry Potter Fan's Cookbook!  ...more"
"766","harry potter","Tentera Dumbledore: Harry James Potter, Ron Weasley, Ginny Weasley, Harry Potter, Luna Lovegood, Neville Longbottom, Hermione Granger","Source Wikipedia",5,2,0,"Source: Wikipedia. Pages: 27. Bab: Harry James Potter, Ron Weasley, Ginny Weasley, Harry Potter, Luna Lovegood, Neville Longbottom, Hermione Granger, Cho Chang, Dean Thomas, Hannah Abbott, Seamus Finnigan, Ernie Macmillan, Parvati Patil, Fred dan George Weasley, Colin dan Dennis Creevey, Lavender Brown, Michael Corner. Petikan: Harry James Potter (lahir 31 Julai 1980)  Source: Wikipedia. Pages: 27. Bab: Harry James Potter, Ron Weasley, Ginny Weasley, Harry Potter, Luna Lovegood, Neville Longbottom, Hermione Granger, Cho Chang, Dean Thomas, Hannah Abbott, Seamus Finnigan, Ernie Macmillan, Parvati Patil, Fred dan George Weasley, Colin dan Dennis Creevey, Lavender Brown, Michael Corner. Petikan: Harry James Potter (lahir 31 Julai 1980) adalah seorang anak ahli sihir rekaan yang merupakan protagonis dalam siri novel khayalan dan sihir hasil penulisan J. K. Rowling Beliau merupakan anak tunggal kepada James Potter dan Lily Potter. Harry mewarisi mata ibunya yang hijau terang dan rambut bapanya yang berserabai. Pada usia mudanya, Harry digambarkan sebagai orang yang kecil dan kurus. Dia juga mempunyai parut di dahinya yang berbentuk panahan kilat. Parut itu adalah akibat sumpahan membunuh Lord Voldemort ke atasnya pada malam 31 Oktober 1981 yang pada malam yang sama turut membunuh ibu bapanya serta memusnahkan rumahnya. Harry belajar di Sekolah Sihir Hogwarts dan bersahabat baik dengan Ronald Weasley dan Hermione Granger. Harry Potter telah dilakonkan oleh Daniel Radcliffe dalam semua filem Harry Potter hingga kini dan bakal muncul dalam filem yang seterusnya iaitu, Harry Potter and the Half-Blood Prince. Harry sangat terkenal di kalangan masyarakat sihir kerana telah mengalahkan Lord Voldemort, seorang ahli sihir jahat yang paling berkuasa dan merupakan watak antagonis utama dalam siri ini, dan semua itu berlaku ketika Harry masih berusia setahun. Voldemort telah kehilangan kuasa dn telah kehilangan tubuh walaupun masih terselamat. James dan Lily Potter telah terbunuh dalam kejadian yang berlaku pada malam Halloween iaitu pada 31 Oktober 1981 ketika cuba melindungi Harry dari serangan Voldemort. James mati dahulu ketika bertarung di ruang hadapan rumah mereka. Lily pula memilih untuk mati ketika melindungi Harry setelah diberi pilihan oleh Voldemort lalu meletakkan sihir kuno pada Harry yang mampu menyelamatkannya. Kerana itulah k...  ...more"
"767","harry potter","Errors and Inconsistencies in the Harry Potter Books: An Unofficial Guide","Aisha Solberg",2.79,14,1,"This book is a lighthearted treatment of the various mistakes that J.K. Rowling made in the writing of her famous Harry Potter series. Through her careful analysis of the books, not to mention reading the entire series cover-to-cover over 15 times, Solberg has discovered many interesting and noteworthy inconsistencies in the books, including some that no one else has  This book is a lighthearted treatment of the various mistakes that J.K. Rowling made in the writing of her famous Harry Potter series. Through her careful analysis of the books, not to mention reading the entire series cover-to-cover over 15 times, Solberg has discovered many interesting and noteworthy inconsistencies in the books, including some that no one else has probably discovered to date. Harry Potter fans will enjoy revisiting many memorable scenes from the books while saying ""How did I miss that?"" time after time.  ...more"
"768","harry potter","Harry Potter: A Pop-Up Guide to Diagon Alley and Beyond","Matthew Reinhart (Goodreads Author), Kevin Wilson (Illustrations)",4.67,3,1,"Journey into the Wizarding World once more with this stunning new masterpiece from New York Times best-selling paper engineer Matthew Reinhart.This exhilarating pop-up book invites you to relive the movie adventures of Hermione Granger, Ron Weasley, and the Boy Who LivedHarry Potteras you explore Londons magical Diagon Alley like never before.Inside, gorgeously intricate  Journey into the Wizarding World once more with this stunning new masterpiece from New York Times best-selling paper engineer Matthew Reinhart.This exhilarating pop-up book invites you to relive the movie adventures of Hermione Granger, Ron Weasley, and the Boy Who Lived<U+2014>Harry Potter<U+2014>as you explore London’s magical Diagon Alley like never before.Inside, gorgeously intricate pop-up spreads render fan-favorite Diagon Alley establishments such as Ollivanders, Weasleys’ Wizard Wheezes, and the Leaky Cauldron, plus other locales like the Ministry of Magic and platform nine and three-quarters. Pull tabs allow fans to command the action<U+2014>rescue a Ukrainian Ironbelly dragon from the depths of Gringotts, or help Harry navigate out of Knockturn Alley after a Floo powder mishap. Alongside each pop, discover facts and insights from the making of the Harry Potter films. Plus, the book opens into a displayable 3D diorama of all the pop-ups at once.Packed with amazing moments and hidden surprises, Harry Potter: A Pop-Up Guide to Diagon Alley and Beyond is a landmark new pop-up book guaranteed to impress Harry Potter fans everywhere.  ...more"
"769","harry potter","The Harry Potter Cookbook: Delicious Recipes for Potterhead's","Daniel Humphreys",3.67,15,1,"Are you a Potterhead who loves to enjoy Harry Potter Inspired recipes every now and then? Then it"
"770","harry potter","Harry Potter and the Save-or-Die","Sir Poley",4.12,43,5,"Fandoms: Harry Potter, Dungeons and Dragons--------------------------------------------------The third book in Sir Poley's D&D/Harry Potter crossover fanfiction."
"771","harry potter","Wizard!: Harry Potter's Brand Magic","Stephen Brown",3.35,31,6,"Harry Potter fans, consumer researchers, and marketers learn about the enchanting brand in this analysis, from its magical arrival on the book scene in 1997 to its multibillion-dollar net worth and penetration of the media world today. Fascinating insight is provided into the unconventional marketing techniques employed by Potter marketers that helped the brand become one  Harry Potter fans, consumer researchers, and marketers learn about the enchanting brand in this analysis, from its magical arrival on the book scene in 1997 to its multibillion-dollar net worth and penetration of the media world today. Fascinating insight is provided into the unconventional marketing techniques employed by Potter marketers that helped the brand become one of the world's most recognized in an extraordinarily short period of time. All aspects of the Potter brand are examined, including the marketing spin used with author J.K. Rowling, the right-wing critics, and the closely guarded contents of each new book.  ...more"
"772","harry potter","Connect: Harry Potter (Connect)","Unknown",4.4,5,0,"Part of a series of innovative home group Bible studies, the material in this book is aimed at encouraging Bible study within the context of exploring topical issues in a Biblical way. All the studies in the series are based on popular books or films. The studies are designed to be creative and thought-provoking. Each section has a range of questions or options from which  Part of a series of innovative home group Bible studies, the material in this book is aimed at encouraging Bible study within the context of exploring topical issues in a Biblical way. All the studies in the series are based on popular books or films. The studies are designed to be creative and thought-provoking. Each section has a range of questions or options from which the leader can tailor the study to suit the group. Some of the themes explored in the Harry Potter study are: Magic - what are people looking for in the occult? Why is God so opposed to the occult? Adolescence - the Bible puts a high priority on family relationships, but what does that look like in practice? What about respecting authority? Is there a ""spiritual adolescence""? Ambition - what's the difference between ambitions and dreams? Is ambition always selfish? How do we handle frustrated ambitions as Christians? Is Harry Potter a good role model in his ambitions? Good and Evil - does every cloud have a silver lining? How should we respond to evil? Does good always triumph?  ...more"
"773","harry potter","Harry Potter and the Save-or-Die","Sir Poley",4.12,43,5,"Fandoms: Harry Potter, Dungeons and Dragons--------------------------------------------------The third book in Sir Poley's D&D/Harry Potter crossover fanfiction."
"774","harry potter","Das ABC rund um Harry Potter","Friedhelm Schneidewind",3.69,29,2,"Glaubt Joanne Rowling an Magie? Wer war die Maulende Myrte? Was ist ein Ghul? Und wie hießen doch gleich die vier Hauser des Internats Hogwart? Wie lauten die Regeln des Quidditch? Auf solche Fragen findet man jetzt Antwort im neuen Lexikon zu Harry Potter, in dem alle wichtigen und weniger wichtigen Details der neuen Kultbucher akribisch und alphabetisch geordnet  Glaubt Joanne Rowling an Magie? Wer war die Maulende Myrte? Was ist ein Ghul? Und wie hießen doch gleich die vier Hauser des Internats Hogwart? Wie lauten die Regeln des Quidditch? Auf solche Fragen findet man jetzt Antwort im neuen Lexikon zu Harry Potter, in dem alle wichtigen und weniger wichtigen Details der neuen Kultbucher akribisch und alphabetisch geordnet aufgelistet sind. Zum einen handelt es sich dabei um die Personen, Wesen, Orte, und Begebenheiten der ersten vier Bande. Dabei erfahrt man zwar nichts, was man nicht auch schon nach Lekture der Romane wusste, doch gerade nach einer langeren Lesepause kann eine solche Hilfe den Wiedereinstieg erleichtern. Daruber hinaus bietet das Lexikon aber auch viele Informationen rund um das Phanomen Harry Potter. Man kann hier die Lebensgeschichte von Joanne Rowling nachlesen, etwas uber ihre literarischen Vorbilder oder den Vorwurf des Plagiats erfahren. Ebenso kann man die genauen Auflagenzahlen eines der erfolgreichsten Bucher aller Zeiten nachlesen und mit den Auflagen anderer Bestseller-Autoren vergleichen. Wer einem Harry Potter-Fanclub beitreten will oder etwas uber die geplante Verfilmung wissen will, wird ebenfalls gut bedient. Am interessantesten wird das Lexikon aber, wenn es auf die Wurzeln von Harry Potter in Marchen, Mythen und Aberglaube eingeht. Ob Alraunen oder Einhorner, Magie oder Hexenverfolgung, der Autor prasentiert mit viel Liebe zum Detail Erlauterungen und gibt Orginaltexte wieder. Ein besonderes Schmankerl: Alle Zauberspruche und ihre meist aus dem Lateinischen stammende Herkunft werden aufgefuhrt. Und wer weiß schon, woher die grausamen Dementoren ihren Namen haben? Daruber hinaus geht Schneideweind auf die Starken und Schwachen der deutschen Ubersetzung ein. Zweifellos benotigt niemand dieses Buch, um die leicht eingangigen Jugendbucher zu verstehen. Doch dem echten Harry-Potter-Fan wird das solide gemachte Lexikon manche Stunde des Schmokerns, des Erinnerns und der Begeisterung bescheren. -Birgit Will-  ...more"
"775","harry potter","Connect: Harry Potter (Connect)","Unknown",4.4,5,0,"Part of a series of innovative home group Bible studies, the material in this book is aimed at encouraging Bible study within the context of exploring topical issues in a Biblical way. All the studies in the series are based on popular books or films. The studies are designed to be creative and thought-provoking. Each section has a range of questions or options from which  Part of a series of innovative home group Bible studies, the material in this book is aimed at encouraging Bible study within the context of exploring topical issues in a Biblical way. All the studies in the series are based on popular books or films. The studies are designed to be creative and thought-provoking. Each section has a range of questions or options from which the leader can tailor the study to suit the group. Some of the themes explored in the Harry Potter study are: Magic - what are people looking for in the occult? Why is God so opposed to the occult? Adolescence - the Bible puts a high priority on family relationships, but what does that look like in practice? What about respecting authority? Is there a ""spiritual adolescence""? Ambition - what's the difference between ambitions and dreams? Is ambition always selfish? How do we handle frustrated ambitions as Christians? Is Harry Potter a good role model in his ambitions? Good and Evil - does every cloud have a silver lining? How should we respond to evil? Does good always triumph?  ...more"
"776","harry potter","Harry Potter: The Make-Believe After Story (Harry Potter, Unofficial Series) (Fun Unofficial Series Book 1)","Joseph Collings",2.47,15,2,"Experience Adventure Like Never Before! This book is in no way, shape, or form part of the official J.K. Rowling book series on Harry Potter. This is simply another author's take on what could have happened after the series ended. Harry is being invited back to Hogwarts to celebrate 20 years since he who should not be named was killed. He takes a prestigious teaching   Experience Adventure Like Never Before!  This book is in no way, shape, or form part of the official J.K. Rowling book series on Harry Potter. This is simply another author's take on what could have happened after the series ended. Harry is being invited back to Hogwarts to celebrate 20 years since he who should not be named was killed. He takes a prestigious teaching position while he is there and also runs into all his old friends including Hermione who is head principle. One night, Harry goes to bed and is woken by Hermione because a teacher has gone missing. Harry discovers several clues as to what happened to the missing teacher. All the clues are leading back to a rouge deatheater who avoids being arrested. All this and so much more awaits. Embark with Harry and the gang on this extravagant adventure you don't want to miss! Scroll up to purchase this never before seen journey!  ...more"
"777","harry potter","Ravenclaw Reader: Seeking the Meaning and Artistry of J.K. Rowling's Hogwarts Saga, Essays from the St. Andrews University Harry Potter Conference","John Patrick Pazdziora (Editor), Micah Snell (Editor)",3.43,7,1,"In Ravenclaw Reader, an international gathering of scholars debate the literary merits and demerits of the Harry Potter series. Each chapter is conversation, with the main argument followed by a reply from another critic. Representing a wide range of critical and cultural voices, the discussion includes questions about the portrayal of education in the book, the role of  In Ravenclaw Reader, an international gathering of scholars debate the literary merits and demerits of the Harry Potter series. Each chapter is conversation, with the main argument followed by a reply from another critic. Representing a wide range of critical and cultural voices, the discussion includes questions about the portrayal of education in the book, the role of Snape, the landscape around Hogwarts, the structure of the series, the Wizarding World as dystopia, the problem of the Dursleys, and the canonization of Neville Longbottom. Perceptive, incisive, and thought-provoking, this in-depth conversation will engage fans, students, and academics alike. Ravenclaw Reader sets a new standard for Harry Potter criticism.Developed from the historic St Andrews University Harry Potter Conference, Ravenclaw Reader features contributions by Jessica Tiffin, John Granger, Amy Sturgis, Maria Nilson, Vinita Chandra, Joel Hunter, Travis Prinzi, Gabrielle Ceraldi, Joshua Richards, Amy Sonheim, and more.  ...more"
"778","harry potter","Harry potter and the prisoner of azkaban [hardcover], unofficial harry potter cookbook and colouring book 3 books collection set","CookNation, Warner Brothers, J.K. Rowling",4.8,5,0,"Harry potter and the prisoner of azkaban [hardcover], unofficial harry potter cookbook and colouring book 3 books collection set. Description The Unofficial Harry Potter Cookbook: Turn food into magic with these Harry Potter Inspired Recipes. Hello-hamora and welcome! Who can forget the scrumptious feasts at Hogwarts? Tables groaning under plates and dishes of the most  Harry potter and the prisoner of azkaban [hardcover], unofficial harry potter cookbook and colouring book 3 books collection set. Description The Unofficial Harry Potter Cookbook: Turn food into magic with these Harry Potter Inspired Recipes. Hello-hamora and welcome! Who can forget the scrumptious feasts at Hogwarts? Tables groaning under plates and dishes of the most delicious food, and you can only imagine the tempting aromas wafting around the corridors of the castle. Harry Potter Colouring Book 1: Packed with stunning pieces of artwork from the Warner Bros. archive, this book gives fans the chance to colour in the vivid settings and beloved characters of J.K. Rowling's wizarding world.Containing intricate line drawings used in the making of the Harry Potter films Harry Potter and the Prisoner of Azkaban:An extraordinary creative achievement by an extraordinary talent, Jim Kay's inspired reimagining of J.K. Rowling's classic series has captured a devoted following worldwide. This stunning new fully illustrated edition of Harry Potter and the Prisoner of Azkaban brings more breathtaking scenes and unforgettable characters - including Sirius Black, Remus Lupin and Professor Trelawney.  ...more"
"779","harry potter","Where in the World is Harry Potter?","Nonjon",3.86,14,0,"Fandom: Harry Potter--------------------------------------------------COMPLETE. PostOotP. Harry Potter fulfilled the prophecy and has since disappeared. Or has he? Tonks and Hermione are the lead Order members continuously hoping to track him down. The question is: can they keep up with him?"
"780","harry potter","An Unauthorized Harry Potter Companion","Acascias Riphouse (Goodreads Author)",4.45,11,1,"This is a magical, unofficial companion to the ""Harry Potter"" series that will help you enjoy the adventures more thoroughly. Learn about the wizard lifestyle, get to know Hogwarts inside and out and discover everything you ever wanted to know about Animagi. Descriptions, definitions, maps, timelines and additional commentary will guide you every step of the way."
"781","harry potter","How to Draw Harry Potter: The Step-by-Step Harry Potter Drawing Book","David K.",3.43,7,0,"Drawing can be such a fun and healthy activity to do with your children. As a parent, have you ever looked into your 5 years old eyes and say: I am sorry sweetheart, but I have no idea how to draw a dragon or a dinosaur?"" This is the exact reason why our book exists. Don't ever feel again like you are failing your kids. Simply let them know although you are a super  Drawing can be such a fun and healthy activity to do with your children. As a parent, have you ever looked into your 5 years old eyes and say: “I am sorry sweetheart, but I have no idea how to draw a dragon or a dinosaur?"" This is the exact reason why our book exists. Don't ever feel again like you are failing your kids. Simply let them know although you are a super parent, you don't know everything. However, you know just the guide to pull out of your bookshelf to help them learn along with you. Make this drawing adventure a family affair. Come on kids and parents start this journey with us and let's draw some very special images and create one in a lifetime memories.   ...more"
"782","harry potter","Harry Potter: A Sticker Collection","Warner Bros. Consumer Products Inc.",4.5,10,0,"Covering all eight films Harry Potter: The Sticker Collection is the exhaustive must have-sticker omnibus for true Harry Potter fans.More than 400 unique stickers from the Harry Potter™ film series! Harry Potter: A Sticker Collection is the first sticker book to include reusable stickers of characters, creatures, and magical items from all eight movies in the Harry Potte  Covering all eight films Harry Potter: The Sticker Collection is the exhaustive must have-sticker omnibus for true Harry Potter fans.More than 400 unique stickers from the Harry Potter™ film series! Harry Potter: A Sticker Collection is the first sticker book to include reusable stickers of characters, creatures, and magical items from all eight movies in the Harry Potte film series! Also included are photographs from Years 1 through 7 at Hogwarts and artwork depicting important wizarding locations such as Hogwarts, Hogsmeade, and the Ministry of Magic. This sticker collection can be used to relive your favorite Harry Potter moments and to decorate your locker, room, or notebook with Harry Potter movie magic. Included are stickers of: Harry, Ron, and Hermione VoldemortTM and the Death Eaters Magical Transportation Order of the PhoenixTM Weasleys’ Wizard Wheezes Magical Beasts, Creatures, and Beings Triwizard TournamentTM QuidditchTM . . . and much, much more!  ...more"
"783","harry potter","Harry Potter and the Problem of Potions (The Problem Universe, #1)","Wyste",4.06,16,5,"Fandom: Harry PotterRelationship: Gregory Goyle/Luna Lovegood--------------------------------------------------Once upon a time, Harry Potter hid for two hours from Dudley in a chemistry classroom, while a nice graduate student explained about the scientific method and interesting facts about acids. A pebble thrown into the water causes ripples.Contains, in no particular  Fandom: Harry PotterRelationship: Gregory Goyle/Luna Lovegood--------------------------------------------------Once upon a time, Harry Potter hid for two hours from Dudley in a chemistry classroom, while a nice graduate student explained about the scientific method and interesting facts about acids. A pebble thrown into the water causes ripples.Contains, in no particular order: magic candymaking, Harry falling in love with a house, evil kitten Draco Malfoy, and Hermione attempting to apply logic to the wizarding world.  ...more"
"784","harry potter","The Harry Potter Encyclopedia","Stephen Kershaw",4.67,3,0,"Discover and enjoy the wizarding world of Harry Potter with the ultimate Harry Potter Encyclopedia with over hundreds of pages covering every part of the Harry Potter wizarding world. Stephen Kershaw is a long-time fan of everything Harry Potter. Between his other works, he has compiled the definite guides to the Harry Potter universe, revealing the secret mysteries,  Discover and enjoy the wizarding world of Harry Potter with the ultimate Harry Potter Encyclopedia with over hundreds of pages covering every part of the Harry Potter wizarding world. Stephen Kershaw is a long-time fan of everything Harry Potter. Between his other works, he has compiled the definite guides to the Harry Potter universe, revealing the secret mysteries, history and jokes that you may have missed in reading the books yourself. For the first time, all 22 of his Harry Potter Guides are available now. To contact Stephen Kershaw, or be placed on a mailing list to receive updates about new releases, click the ‘Contact Me’ tab on his blog:To follow Stephen Kershaw’s blog, go to http://harrypotterencyclopedia.blogsp... and http://wizardingbooks.wordpress.com/To follow Stephen Kershaw on Twitter @HarryPotterTaleTo discuss Harry Potter Encyclopedia news visit If you like this job you’ll love the other Harry Potter Guides in the series:1. The A-Z of Harry Potter Characters2. The Complete Guide to Harry Potter3. The Harry Potter Encyclopedia4. The Harry Potter Guide to the Wizarding World5. The Harry Potter Monster Book of Monsters6. The Harry Potter Order of the Phoenix7. The Harry Potter Guide to the Deathly Hallows8. The Harry Potter Guide to the Order of the Phoenix9. The Harry Potter Guide to the Philosopher’s Stone10. The Harry Potter Guide to the Chamber of Secrets 11. The Harry Potter Guide to the Prisoner of Azkaban12. The Harry Potter Guide to the Goblet of Fire13. The Harry Potter Guide to the Half-Blood Prince14. The Harry Potter History of Hogwarts15. The Harry Potter Dumbledore’s Army16. The Magical Treasures of Harry Potter17. The Harry Potter Complete Guide18. The Harry Potter Books Complete Guide19. Creation of Harry Potter20. The Harry Potter Death Eaters21. The Harry Potter Spell Book22. The Harry Potter Heroes and Villains  ...more"
"785","harry potter","Harry Potter Collectibles: Collector Handbook and Price Guide","Jeff Mahony (Managing Editor), Joe T. Nguyen (Creative Director)",3.72,29,3,"-- An overview of the Harry Potter phenomenon-- A spellbinding journey into the mythology of wizards and magic-- A spotlight on the feature film coming in fall 2001-- A fascinating first look at the merchandise & collectibles"
